ID,type,name,enter_datetime,exit_datetime,rest_time,start_arrival_datetime,distance,time,speed,type_point,barge_ids,total_load,total_load_v2,order_distance,barge_speed,order_arrival_time,tugboat_id,order_id,water_type
Barge,Barge Step Collection,Collecting Barge - B_036 - (ST_001 to ST_001),2025-01-19 14:12:30.000000,2025-01-19 14:12:30.000000,0.0,2025-01-19 14:12:30.000000,0.0,0.0,0.0,travel_point,"B_046,B_047,B_096,B_069,B_036",2000,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
ODR_001,Start Order Carrier,SPAR CORONA,2025-01-19 17:45:00.000000,2025-01-23 02:30:00.000000,0.0,2025-01-19 17:45:00.000000,0.0,0.0,0.0,main_point,"B_046,B_047,B_096,B_069,B_036",13400,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
ODR_001,Crane-Carrier,cr7 - B_036,2025-01-22 10:06:40.000000,2025-01-22 22:08:53.333333,0.0,2025-01-22 10:06:40.000000,0.0,12.037037037037036,270.0,loading_point,B_036,3250,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
ODR_001,Crane-Carrier,cr2 - B_096,2025-01-22 10:36:25.714286,2025-01-22 21:51:25.714286,0.0,2025-01-22 10:36:25.714286,0.0,11.25,280.0,loading_point,B_096,3150,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
ODR_001,Crane-Carrier,cr4 - B_069,2025-01-22 10:54:17.142857,2025-01-22 22:48:34.285714,0.0,2025-01-22 10:54:17.142857,0.0,11.904761904761905,210.0,loading_point,B_069,2500,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
ODR_001,Crane-Carrier,cr1 - B_046,2025-01-22 15:17:46.666667,2025-01-22 23:37:46.666667,0.0,2025-01-22 15:17:46.666667,0.0,8.333333333333334,270.0,loading_point,B_046,2250,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
ODR_001,Crane-Carrier,cr6 - B_047,2025-01-22 16:55:00.000000,2025-01-23 02:17:30.000000,0.0,2025-01-22 16:55:00.000000,0.0,9.375,240.0,loading_point,B_047,2250,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
ST_014,Appointment,From SPAR CORONA To Bang Hua Suea,2025-01-23 02:30:00.000000,2025-01-24 05:21:49.611307,0.0,2025-01-23 02:30:00.000000,62.21893992770459,11.863780918418248,5.2444444444444445,main_point,"B_046,B_047,B_096,B_069,B_036",13400,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
Travel,Sea-River,ST_001 to ST_005,2025-01-23 02:30:00.000000,2025-01-23 09:47:15.035035,0.0,2025-01-23 02:30:00.000000,38.21893992770459,7.28750973197757,5.2444444444444445,travel_point,"B_046,B_047,B_096,B_069,B_036",13400,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
Travel,Sea-River,ST_005 to ST_006,2025-01-23 09:47:15.035035,2025-01-24 02:53:05.882493,15.0,2025-01-24 00:47:15.035035,11.0,2.097457627118644,5.2444444444444445,travel_point,"B_046,B_047,B_096,B_069,B_036",13400,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
